Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Toe Shape,Fastening and Back Detail,Pattern,Occasion,Ornamentation,Ankle Height,Sole Material,Warranty
Lavie,Women Party Ballerinas Flats,₹799,MRP ₹1499,(Rs. 700 OFF),2.3,18 Ratings,"A pair of black ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Party,,Regular,TPR,1 month
Allen Solly,Women Croc Textured Ballerinas,₹1779,MRP ₹1999,(11% OFF),4.5,100 Ratings,"A pair of coffee brown pointy toe croc textured ballerinas, has regular ankle and slip-on detail
Upper Material: PU
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,,Regular,TPR,6 months
House of Pataudi,Women Embellished Ethnic Mojaris,₹1775,MRP ₹3699,(52% OFF),4,10 Ratings,"A pair of red mojaris
Upper Material: synthetic
Ethnic embellished
Cushioned footbed
Textured and patterned outsole",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Leather,
Carlton London,Women Embellished Lightweight Open Toe Flats,₹1319,MRP ₹2199,(40% OFF),4.1,147 Ratings,"A pair of blue solid embellished lightweight open toe flats
Synthetic upper
Cushioned footbed
EVA outsole
Warranty: 45 days
Warranty provided by brand/manufacturer",Open Toe Flats,Round Toe,Buckle,Solid,Casual,,Regular,EVA,45 days
OPHELIA,Textured Bow Detail Pointed Toe Ballerinas,₹699,MRP ₹1995,(Rs. 1296 OFF),3.9,25 Ratings,"A pair of olive green bow detail ballerinas
Upper material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,Bows,Regular,PVC,
DressBerry,Black Bows Detail Pointed Toe Ballerinas Flats,₹699,MRP ₹1499,(Rs. 800 OFF),4.3,435 Ratings,"A pair of black ballerinas flats pointed toe, bow detail & slip-on
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Solid,Party,Bows,Regular,TPC,
Lavie,Embellished Open Toe Flats,₹699,MRP ₹2499,(72% OFF),4.1,78 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 14 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Resin,14 days
Forever Glam by Pantaloons,Textured Pointed Toe Ballerinas,₹959,MRP ₹1199,(20% OFF),4.1,18 Ratings,"A pair of tan brown textured Ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Backstrap,Textured,Casual,,Regular,TPR,
Shezone,Embellished Open Toe Flats,₹1499,MRP ₹2999,(50% OFF),4.1,319 Ratings,"A pair of cream-coloured and pink embellished open toe flats
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,Rubber,1 month
El Paso,Women Open Toe Flats With Buckle Detail,₹773,MRP ₹2495,(69% OFF),3.9,272 Ratings,"A pair of beige and gold-toned open toe flats 
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,Rubber,3 months
Roadster,The Lifestyle Co. Women Textured Open Toe Flats,₹799,MRP ₹2499,(Rs. 1700 OFF),4.2,202 Ratings,"A pair of beige solid open-toe flats 
Synthetic leather upper material
Cushioned footbed
Patterned TPR outsole
Warranty: 1 Month
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Textured,Casual,Laser Cuts,Mid-Top,TPR,1 month
OPHELIA,Women Open Toe Flats,₹499,MRP ₹1999,(Rs. 1500 OFF),3.7,99 Ratings,"A pair of tan open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,Western - Embellished,Regular,PVC,
DressBerry,Black & Silver-Toned Embellished Open Toe Flats,₹599,MRP ₹1499,(60% OFF),4.4,4k Ratings,"A pair of black & silver-toned embellished open toe flats
Upper material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Party,Western - Embellished,Regular,Synthetic,
Gibelle,Embellished Open Toe Flats,₹594,MRP ₹1699,(65% OFF),4.3,66 Ratings,"A pair of cream-coloured embellished open toe flats
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,TPC,
HERE&NOW,Textured Open Toe T-Strap Flats Buckles details,₹798,MRP ₹2495,(68% OFF),4,843 Ratings,"A pair of beige and pink textured t-strap flats, buckles details
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",T-Strap Flats,Open Toe,No Back Strap,Textured,Ethnic,Buckles,Regular,Rubber,3 months
Shoetopia,Bow Detail Round Toe Ballerinas,₹699,MRP ₹999,(30% OFF),4.1,7.1k Ratings,"A pair of peach-coloured bow detail round toe ballerinas
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Solid,Casual,Bows,Regular,PU,
Van Heusen,Women Pointed Toe Ballerinas,₹1579,MRP ₹1999,(21% OFF),4.5,30 Ratings,"A pair of navy blue ballerinas, has slip-on closure
Upper Material: PU
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,,Regular,Neolite,
Lavie,One Toe Flats With Buckles,₹899,MRP ₹2499,(64% OFF),4,132 Ratings,"A pair of bronze-toned open toe flats with buckles and no back strap detail
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,EVA,
Roadster,The Lifestyle Co Women Open Toe Flats,₹799,MRP ₹2499,(Rs. 1700 OFF),4.6,8 Ratings,"Product details
A pair of round-toe cream coloured open-toe flats with regular styling and slip-on closure
Synthetic leather upper material
Cushioned footbed
>Patterned TPR outsole
Warranty: 1 month
Warranty provided by brand/Manufacturer",Open Toe Flats,Round Toe,Slip-On,Solid,Casual,,Mid-Top,TPR,1 month
HERE&NOW,Buckle Detailed Leather Open Toe Flats,₹799,MRP ₹2595,(Rs. 1796 OFF),3.6,82 Ratings,"A pair of tan buckle detailed open toe flats
Leather upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,Rubber,3 months
Try Me,Embellished Round Toe Mojaris,₹899,MRP ₹1999,(55% OFF),4.1,8 Ratings,"A pair of nude-coloured embellished round toe mojaris
Fabric upper
Cushioned footbed
Textured and patterned outsole",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Western - Embellished,Regular,TPR,
Anouk,Embellished Mojaris,₹799,MRP ₹1999,(Rs. 1200 OFF),4.2,56 Ratings,"A pair of beige embellished mojaris
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Square Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Synthetic,1 month
Metro,Women Textured Leather Ballerinas Round Toe Flats,₹1618,MRP ₹2490,(35% OFF),4,31 Ratings,"A pair of black ballerinas
Upper Material: leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Textured,Casual,Laser Cuts,Regular,TPR,1 month
Mochi,Open Toe T-Strap Flats,₹968,MRP ₹1490,(35% OFF),4.1,228 Ratings,"A pair of silver-toned t-strap flats
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",T-Strap Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,Resin,1 month
Mast & Harbour,Women Textured Open Toe Flats,₹649,MRP ₹1999,(Rs. 1350 OFF),4,10 Ratings,"A pair of beige open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Textured,Casual,,Regular,PVC,
AfroJack,Buckles Detailed Suede Open Toe Flats,₹1299,MRP ₹6495,(80% OFF),3.5,123 Ratings,"A pair of beige open toe flats
Suede upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Buckles,Regular,PU,3 months
Walkfree,Strappy Backstrap Open Toe Flats,₹449,MRP ₹999,(55% OFF),4.7,12 Ratings,"A pair of purple strappy open toe flats
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: limited warranty
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,TPR,Limited Warranty
Gibelle,Women Pink Open Toe Flats with Bows,₹549,MRP ₹999,(45% OFF),4.2,5.8k Ratings,"A pair of pink open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Bows,Regular,TPR,15 days
Retro Walk,Women Textured Open Toe Flats,₹599,MRP ₹999,(40% OFF),4.5,6 Ratings,"A pair of copper-toned open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 7 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Textured,Casual,,Regular,TPR,7 days
Denill,Round Toe Ballerinas,₹699,MRP ₹1999,(65% OFF),4,2.3k Ratings,"A pair of grey ballerinas
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Solid,Casual,,Regular,PU,
Lavie,Embellished Open Toe Flats,₹679,MRP ₹1999,(66% OFF),4.1,200 Ratings,"A pair of black embellished open toe flats & no back strap detail
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Synthetic,
Allen Solly,Women Snake Skin Textured Detail Pointed-Toe Ballerinas,₹1974,MRP ₹2499,(21% OFF),4,45 Ratings,"A pair of pink snake skin textured pointed-toe ballerinas
Has regular styling
Slip-on closure
Upper Material: PU
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,,Regular,TPR,6 months
Shezone,Women Embroidered Embellished Open Toe Flats,₹799,MRP ₹1999,(60% OFF),4.2,119 Ratings,"A pair of beige open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Embroidered,Regular,PVC,1 month
Allen Solly,Women Braided Ballerinas,₹1974,MRP ₹2499,(21% OFF),4.6,37 Ratings,"A pair of green braided ballerinas
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,,Regular,TPR,6 months
Mast & Harbour,Brown Textured Embellished Pointed Toe Suede Ballerinas,₹1119,MRP ₹2499,(Rs. 1380 OFF),4.2,424 Ratings,"A pair of brown textured pointed toe bow detail ballerinas
Suede upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Textured,Casual,Western - Embellished,Regular,TPR,1 month
Shezone,Women Beige Ballerinas Flats with Bows,₹699,MRP ₹1499,(Rs. 800 OFF),4,1.4k Ratings,"A pair of beige ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,Bows,Regular,PVC,1 month
Roadster,The Lifestyle Co. Women Pink Wedged Heels Sandals,₹599,MRP ₹1499,(60% OFF),4,69 Ratings,"A pair of pink and white wedged heels, has slip-on fastening with buckle details
Synthetic upper
Cushioned footbed
TPR sole material
Flatform heeled",One Toe Flats,Open Toe,Slip-On,Solid,Casual,Buckles,Regular,TPR,
AfroJack,Afrojack Women Leather Open Toe Flats,₹999,MRP ₹4995,(80% OFF),3.9,377 Ratings,"A pair of white buckle detailed open toe flats
Leather upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,No Back Strap,Solid,Casual,Buckles,Regular,EVA,3 months
Try Me,Embellished Ethnic Mojaris,₹939,MRP ₹1999,(53% OFF),4.7,23 Ratings,"A pair of white embellished Mojaris
Fabric upper
Cushioned footbed
Textured and patterned outsole",Mojaris,Pointed Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,
Mast & Harbour,Cream-Coloured Textured Ballerinas,₹799,MRP ₹2299,(Rs. 1500 OFF),4.3,358 Ratings,"A pair of cream-coloured ballerinas
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Textured,Casual,,Regular,TPR,1 month
DressBerry,Women Beaded T-Strap Flats,₹1007,MRP ₹2099,(52% OFF),2.8,5 Ratings,"A pair of gold-toned and white beaded t-strap flats, has regular styling, no backstrap detail
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",T-Strap Flats,Open Toe,Backstrap,Solid,Casual,Ethnic - Embellished,Regular,TPR,1 month
Roadster,The Lifestyle Co Women Open Toe Flats,₹599,MRP ₹1499,(60% OFF),3.2,19 Ratings,"A pair of pink open toe flats
Upper Material: synthetic patent
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Velcro,Solid,Casual,,Regular,TPR,
Mochi,Shimmered Open Toe Flats,₹929,MRP ₹1690,(45% OFF),4.3,101 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Resin,1 month
Anouk,Women Solid Ballerinas Flats,₹985,MRP ₹1699,(42% OFF),4.9,13 Ratings,"A pair of tan ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Square Toe,Slip-On,Solid,Casual,,Regular,PVC,
Metro,Women Beige One Toe Flats,₹894,MRP ₹1490,(40% OFF),4.4,508 Ratings,"A pair of beige
Upper Material: suede
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",One Toe Flats,Open Toe,No Back Strap,Woven Design,Casual,Ethnic - Embellished,Regular,Resin,1 month
French Connection,Women Woven Design Open Toe Flats,₹1187,MRP ₹3299,(64% OFF),4.1,21 Ratings,"A pair of off white woven design open toe flats, has slip-on closure
Upper Material: Leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Woven Design,Casual,,Regular,TPR,
Mochi,Women Open Toe Flats with Bows,₹1374,MRP ₹2290,(40% OFF),4.1,37 Ratings,"A pair of purple open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Slip-On,Solid,Casual,Bows,Regular,TPR,1 month
Allen Solly,Women Colourblocked Ballerinas,₹1816,MRP ₹2299,(21% OFF),4.3,31 Ratings,"A pair of blue and navy blue colourblocked Ballerinas, has buckle closure
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Buckle,Colourblocked,Casual,,Regular,TPR,6 months
Mast & Harbour,Women Textured Grey Square Toe Ballerinas Flats,₹849,MRP ₹2499,(66% OFF),4.2,26 Ratings,"A pair of grey ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Square Toe,Slip-On,Textured,Casual,,Regular,TPC,
El Paso,Women Open Toe Flats,₹829,MRP ₹2899,(Rs. 2070 OFF),3.9,2.4k Ratings,"A pair of copper-toned Open Toe Flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Buckle,Solid,Casual,Bows,Regular,EVA,3 months
Mast & Harbour,Beige Pointed Toe Ballerinas,₹699,MRP ₹1499,(Rs. 800 OFF),4.1,108 Ratings,"A pair of beige pointed toe ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,,Regular,TPR,1 month
CAI,Embellished Open Toe Chained Flats,₹1402,MRP ₹2299,(39% OFF),4.2,51 Ratings,"A pair of gold-toned embellished open toe flats & no backstrap detail
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Synthetic,
Luxyfeel,Backstrap Open Toe Flats,₹899,MRP ₹2499,(64% OFF),4.1,74 Ratings,"A pair of gold-toned t-strap flats & backstrap detail
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,TPR,
Roadster,Women Air Max Open Toe Flats,₹699,MRP ₹1399,(Rs. 700 OFF),4.2,1.6k Ratings,"A pair of white open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,,Regular,Synthetic,
Shoetopia,Women Open Toe Flats with Bows,₹699,MRP ₹1999,(65% OFF),4.2,944 Ratings,"A pair of beige open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Square Toe,Backstrap,Solid,Casual,Bows,Regular,TPR,
Mochi,Shimmered Open Toe Flats,₹929,MRP ₹1690,(45% OFF),4.3,101 Ratings,"A pair of gold-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,Resin,1 month
Carlton London sports,Women Self Design Ballerinas Flats,₹989,MRP ₹2199,(55% OFF),4,85 Ratings,"A pair of navy blue ballerinas
Upper Material: fabric
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Woven Design,Casual,,Regular,TPR,15 days
